高清央卫-勿扫码,#genre#
电影_周星星,https://live.188766.xyz/huya/11336587
电影_李连杰,https://live.188766.xyz/huya/11342390
电影_洪金宝,https://live.188766.xyz/huya/11279251
电影_梁家辉,https://live.188766.xyz/huya/11342429
电影_刘德华,https://live.188766.xyz/huya/11342424
电影_斯坦森,https://live.188766.xyz/huya/21059588
电影_小鬼头,https://live.188766.xyz/huya/11352963
电影_八点档,https://live.188766.xyz/huya/880261
电影_蜘蛛侠,https://live.188766.xyz/huya/21059599
电影_贺岁片,https://live.188766.xyz/huya/11601986
电影_功夫片,https://live.188766.xyz/huya/11352941
电影_黑帮片,https://live.188766.xyz/huya/11336719
电影_丧尸片,https://live.188766.xyz/huya/21059578
电影_灾难片,https://live.188766.xyz/huya/11602075
电影_谍战片,https://live.188766.xyz/huya/21059587
电影_战争片,https://live.188766.xyz/huya/21059574
电影_犯罪片,https://live.188766.xyz/huya/11352974
电影_古装片,https://live.188766.xyz/huya/11336590
电影_高分动作,https://live.188766.xyz/huya/11352884
电影_动作电影,https://live.188766.xyz/huya/11602077
电影_搞笑喜剧,https://live.188766.xyz/huya/11342423
电影_喜剧专场,https://live.188766.xyz/huya/11602044
电影_欢笑影院,https://live.188766.xyz/huya/11352894
电影_不挤影院,https://live.188766.xyz/huya/11352897
电影_国产悬疑,https://live.188766.xyz/huya/11342395
电影_快意江湖,https://live.188766.xyz/huya/11342435
电影_黑帮斗争,https://live.188766.xyz/huya/11342419
电影_嫣然影厅,https://live.188766.xyz/huya/11601977
电影_许氏三杰,https://live.188766.xyz/huya/11602033
电影_经典港片,https://live.188766.xyz/huya/11352965
电影_镖行天下,https://live.188766.xyz/huya/11352969
电影_高能反转,https://live.188766.xyz/huya/11352887
电影_喜乐影院,https://live.188766.xyz/huya/21059580
电影_蘑菇影厅,https://live.188766.xyz/huya/11601981
电影_搞笑恐怖,https://live.188766.xyz/huya/11601960
电影_死神来了,https://live.188766.xyz/huya/11352903
电影_变形金刚,https://live.188766.xyz/huya/21059596
电影_怪兽系列,https://live.188766.xyz/huya/21059554
剧集_老三国,https://live.188766.xyz/huya/11602081
剧集_新三国,https://live.188766.xyz/huya/11352944
剧集_新水浒,https://live.188766.xyz/huya/11342384
剧集_纪晓岚,https://live.188766.xyz/huya/11342396
剧集_庆余年,https://live.188766.xyz/huya/11352960
剧集_雍正王朝,https://live.188766.xyz/huya/11342439
剧集_士兵突击,https://live.188766.xyz/huya/11342430
剧集_爱情公寓,https://live.188766.xyz/huya/11336726
剧集_武林外传,https://live.188766.xyz/huya/21059598
剧集_地下交通站,https://live.188766.xyz/huya/11342433
剧集_邻里一家亲,https://live.188766.xyz/huya/11342426
搞笑_陈翔六点半,https://live.188766.xyz/huya/11274154
解说_鹿哥电影,https://live.188766.xyz/huya/24396360
解说_斌哥漫说,https://live.188766.xyz/huya/18632116
解说_续哥说电影,https://live.188766.xyz/huya/24396472
解说_小川侃电影,https://live.188766.xyz/huya/15870999
解说_阿良说剧,https://live.188766.xyz/huya/20488841
解说_鱼丸电影,https://live.188766.xyz/huya/16615910
解说_阿斗说电影,https://live.188766.xyz/huya/13303478
解说_扁豆看电影,https://live.188766.xyz/huya/16028551
解说_乌贼说电影,https://live.188766.xyz/huya/16604522
解说_大象放映室,https://live.188766.xyz/huya/21277391
解说_科幻梦工场,https://live.188766.xyz/huya/15152155
解说_亮哥讲电影,https://live.188766.xyz/huya/16144175
解说_越哥说电影,https://live.188766.xyz/huya/15894162
解说_小冉看电影,https://live.188766.xyz/huya/17341907
解说_阿翔说电影,https://live.188766.xyz/huya/16868935
解说_虎妞说电影,https://live.188766.xyz/huya/20343144
解说_涵哥评电影,https://live.188766.xyz/huya/16865726
解说_老皮讲电影,https://live.188766.xyz/huya/16968572
解说_默爷侃电影,https://live.188766.xyz/huya/17204307
解说_冷君说电影,https://live.188766.xyz/huya/16739452
解说_恐怖电影解说,https://live.188766.xyz/huya/16741179
许氏三杰,https://live.188766.xyz/huya/11602033
许冠英,https://live.188766.xyz/huya/11601972
五福星,https://live.188766.xyz/huya/11282233
周星驰,https://live.188766.xyz/huya/11342412
成龙,https://live.188766.xyz/huya/11342386
周润发,https://live.188766.xyz/huya/11342387
李连杰,https://live.188766.xyz/huya/11342390
邱淑贞,https://live.188766.xyz/huya/11352949
刘德华,https://live.188766.xyz/huya/11342424
林正英,https://live.188766.xyz/huya/11342421
徐峥,https://live.188766.xyz/huya/11602043
沈腾,https://live.188766.xyz/huya/11601968
古天乐,https://live.188766.xyz/huya/11602041
洪金宝,https://live.188766.xyz/huya/11279251
徐克,https://live.188766.xyz/huya/11352909
黄渤,https://live.188766.xyz/huya/11352876
斗罗大陆,https://live.188766.xyz/huya/11352906
音乐石榴「音乐」,https://live.188766.xyz/huya/17091681
音乐速递「音乐」,https://live.188766.xyz/huya/19439762
治愈•放松「音乐」,https://live.188766.xyz/huya/21241811
阅读•学习「音乐」,https://live.188766.xyz/huya/21241813
电视剧•1「解说」,https://live.188766.xyz/huya/21277391
电视剧•2「解说」,https://live.188766.xyz/huya/25018873
电影•1「解说」,https://live.188766.xyz/huya/20289754
电影•2「解说」,https://live.188766.xyz/huya/24983280
电影•3「解说」,https://live.188766.xyz/huya/24396428
动漫•1「解说」,https://live.188766.xyz/huya/19757963
恐怖电影「解说」,https://live.188766.xyz/huya/23419131
漫威「解说」,https://live.188766.xyz/huya/17089779
美剧「解说」,https://live.188766.xyz/huya/20488841
七龙珠「解说」,https://live.188766.xyz/huya/25650806
止戈电影「解说」,https://live.188766.xyz/huya/19863777
挨饿德•1「其他」,https://live.188766.xyz/huya/20985858
挨饿德•2「其他」,https://live.188766.xyz/huya/17693860
互扇巴掌大赛「其他」,https://live.188766.xyz/huya/20072873
荒野求生「其他」,https://live.188766.xyz/huya/593667
野行者「其他」,https://live.188766.xyz/huya/20072663
跳舞「其他」,https://live.188766.xyz/huya/24634408
茶啊二中「动画」,https://live.188766.xyz/huya/11213191
哆啦A梦「动漫」,https://live.188766.xyz/huya/11601963
航海王「动漫」,https://live.188766.xyz/huya/16913382
七龙珠「动漫」,https://live.188766.xyz/huya/11601966
猫和老鼠「动漫」,https://live.188766.xyz/huya/11352879
中华小当家「动漫」,https://live.188766.xyz/huya/11342413
斗鱼轮播,#genre#,DE=1#SC=0
邵氏影院,http://live.nctv.top/douyu.php?id=4246519
神乐一台,http://tc-tct.douyucdn2.cn/dyliveflv1/85894rmovieChow_2000.flv?wsAuth=7d054e041804e80af8aa7e975e2d8573&token=cpn-androidmpro-85894-a3575d938a4aa309c687f5fb85a1009fc65cfbeeb2672310&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=pla
神乐二台,http://tc-tct.douyucdn2.cn/dyliveflv1/122402rK7MO9bXSq_2000.flv?wsAuth=8cea39337984fd3341cc9ec569502e4f&token=cpn-androidmpro-122402fcea45d2300cfa0ac75fafd8679bb53af10de8c33ae99d9&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=p
神乐一台,http://live.nctv.top/douyu.php?id=85894
神乐二台,http://live.nctv.top/douyu.php?id=122402
精彩短剧,http://live.nctv.top/douyu.php?id=11824307
星爷国语,http://live.nctv.top/douyu.php?id=1274132
贝贝baby,http://live.nctv.top/douyu.php?id=431460
雍正帝王,http://live.nctv.top/douyu.php?id=6911044
蓝翔新三国,http://live.nctv.top/douyu.php?id=12210085
球球新三国,http://live.nctv.top/douyu.php?id=12180551
狄仁杰全,http://live.nctv.top/douyu.php?id=12442176
幽兰狄仁杰,http://live.nctv.top/douyu.php?id=6027991
双鹰狄仁杰,http://live.nctv.top/douyu.php?id=3439096
脑袋寻欢,http://live.nctv.top/douyu.php?id=7655471
邵氏影院,http://live.nctv.top/douyu.php?id=4246519
吃米滴虫,http://live.nctv.top/douyu.php?id=315457
欧美大片,http://live.nctv.top/douyu.php?id=2793084
译制国语,http://live.nctv.top/douyu.php?id=2436390
粤语电影1,http://live.nctv.top/douyu.php?id=5033502
粤语电影2,http://live.nctv.top/douyu.php?id=1226741
恐怖电影3,http://live.nctv.top/douyu.php?id=310926
特辑电影,http://live.nctv.top/douyu.php?id=3637778
爱情公寓,http://live.nctv.top/douyu.php?id=7495810
爱情公寓,http://live.nctv.top/douyu.php?id=6863367
可乐影视,http://live.nctv.top/douyu.php?id=20415
凌儿影院,http://live.nctv.top/douyu.php?id=1377142
橙记港剧,http://live.nctv.top/douyu.php?id=4549169
经典影视,http://live.nctv.top/douyu.php?id=6091425
冰冰影院,http://live.nctv.top/douyu.php?id=74374
刀刀影院,http://live.nctv.top/douyu.php?id=747764
奶虫影院,http://live.nctv.top/douyu.php?id=263824
怡宝影视,http://live.nctv.top/douyu.php?id=434971
悍匪重案,http://live.nctv.top/douyu.php?id=922564
金庸经典,http://live.nctv.top/douyu.php?id=9285904
西游续集,http://live.nctv.top/douyu.php?id=3113309
八六西游,http://live.nctv.top/douyu.php?id=3700024
挖沟连长,http://live.nctv.top/douyu.php?id=8413092
许三多场,http://live.nctv.top/douyu.php?id=10348728
网神影视,http://live.nctv.top/douyu.php?id=508118
天使点播,http://live.nctv.top/douyu.php?id=7623292
惊怂影视,http://live.nctv.top/douyu.php?id=7882691
日语电视,http://live.nctv.top/douyu.php?id=1218414
老秦说剧,http://live.nctv.top/douyu.php?id=9650131
老蔡解说,http://live.nctv.top/douyu.php?id=8869614
长片短解,http://live.nctv.top/douyu.php?id=9410946
宇哥解说,http://live.nctv.top/douyu.php?id=8651489
夜魔人老王,http://live.nctv.top/douyu.php?id=610972
百晓生说剧,http://live.nctv.top/douyu.php?id=9649681
百晓生解说,http://live.nctv.top/douyu.php?id=9653063
小司马说剧,http://live.nctv.top/douyu.php?id=4808115
小司马解说,http://live.nctv.top/douyu.php?id=9660127
星君说电影,http://live.nctv.top/douyu.php?id=8014467
刘哔讲电影,http://live.nctv.top/douyu.php?id=2632223
牛叔说电影,http://live.nctv.top/douyu.php?id=2758565
侃片大师兄,http://live.nctv.top/douyu.php?id=9338839
电影最TOP,http://live.nctv.top/douyu.php?id=2164691
电影迷小雅,http://live.nctv.top/douyu.php?id=9639225
指缝里看片,http://live.nctv.top/douyu.php?id=9647834
1900影剧室,http://live.nctv.top/douyu.php?id=7796193
刘老师说电影,http://live.nctv.top/douyu.php?id=8317926
来呀官人解说,http://live.nctv.top/douyu.php?id=9986305
科幻Fans布玛,http://live.nctv.top/douyu.php?id=3508304
小片片说大片,http://live.nctv.top/douyu.php?id=4258555
小片片说大片,http://live.nctv.top/douyu.php?id=10011547
牛叔说剧悬疑,http://live.nctv.top/douyu.php?id=10010651
火龙果解说,http://live.nctv.top/douyu.php?id=9559158
口音重的解说,http://live.nctv.top/douyu.php?id=9734098
篮球人物,http://live.nctv.top/douyu.php?id=8434598
说评篮球球员,http://live.nctv.top/douyu.php?id=9367541
虫哥说电影,http://live.nctv.top/douyu.php?id=8915074
吐槽辣眼雷剧,http://live.nctv.top/douyu.php?id=9026377
特色话-文西,http://live.nctv.top/douyu.php?id=8737695
神配音-经典搞笑,http://live.nctv.top/douyu.php?id=2040822
段子-小小天才,http://live.nctv.top/douyu.php?id=9419678
中二日记,http://live.nctv.top/douyu.php?id=9505575
奇葩果仁,http://live.nctv.top/douyu.php?id=8850453
鬼兄奇谈,http://live.nctv.top/douyu.php?id=8722254
史君说剧,http://live.nctv.top/douyu.php?id=9419771
漫威君集合,http://live.nctv.top/douyu.php?id=1713615
代娱说美剧,http://live.nctv.top/douyu.php?id=9123570
解说爆笑,http://live.nctv.top/douyu.php?id=2660125
老邪说电影,http://live.nctv.top/douyu.php?id=9222870
老烟斗鬼故事,http://live.nctv.top/douyu.php?id=2337939
解说吸奇侠,http://live.nctv.top/douyu.php?id=8986636
解说古今中外犯罪录,http://live.nctv.top/douyu.php?id=9171887
尉迟杰影评,http://live.nctv.top/douyu.php?id=8850682
解说奥雷卡尔克斯,http://live.nctv.top/douyu.php?id=1224356
解说-3说电影,http://live.nctv.top/douyu.php?id=9643264
宇宙探索飞船,http://live.nctv.top/douyu.php?id=9456028
悬疑-惊悚乐园,http://live.nctv.top/douyu.php?id=9075333
解说-国产推理,http://live.nctv.top/douyu.php?id=8741860
解说-悬疑电影,http://live.nctv.top/douyu.php?id=9601429
解说-梁山好汉,http://live.nctv.top/douyu.php?id=3472959
小涛讲电影,http://live.nctv.top/douyu.php?id=8415464
一目十影,http://live.nctv.top/douyu.php?id=3643605
悬疑影视合集,http://live.nctv.top/douyu.php?id=5354713
骑毛驴的八戒,http://live.nctv.top/douyu.php?id=1979257
老王忆经典,http://live.nctv.top/douyu.php?id=9687733
解说-经典武侠,http://live.nctv.top/douyu.php?id=9649701
史君观影-国产刑侦,http://live.nctv.top/douyu.php?id=9644669
谁语Whospeak,http://live.nctv.top/douyu.php?id=8705754
有部电影儿说剧,http://live.nctv.top/douyu.php?id=9736479
鱼叔荐好片,http://live.nctv.top/douyu.php?id=2413555
悬疑-侦探宇宙,http://live.nctv.top/douyu.php?id=8788687
科学放映室,http://live.nctv.top/douyu.php?id=9439712
大蓝雀-神剧爆笑,http://live.nctv.top/douyu.php?id=8656759
郭云神奇的神奇解说,http://live.nctv.top/douyu.php?id=8694831
史剧解说-洪武大案,http://live.nctv.top/douyu.php?id=297689
说片将军侃片,http://live.nctv.top/douyu.php?id=8529736
解说-困困,http://live.nctv.top/douyu.php?id=8795274
逗米说电影,http://live.nctv.top/douyu.php?id=421222
邸生讲解经典,http://live.nctv.top/douyu.php?id=9665298
皮皮看动漫,http://live.nctv.top/douyu.php?id=9837291
开心锤动漫,http://live.nctv.top/douyu.php?id=9018297
拳叔二次元,http://live.nctv.top/douyu.php?id=9484105
洗碗君说动画,http://live.nctv.top/douyu.php?id=9446706
周扒片深度,http://live.nctv.top/douyu.php?id=6434857
小淘气说动漫,http://live.nctv.top/douyu.php?id=9527700
说动漫,http://live.nctv.top/douyu.php?id=9641152
日漫经典,http://live.nctv.top/douyu.php?id=1174353
日语动画,http://live.nctv.top/douyu.php?id=7256376
动画原创,http://live.nctv.top/douyu.php?id=9312460
海绵宝宝,http://live.nctv.top/douyu.php?id=7528160
国译动画,http://live.nctv.top/douyu.php?id=2287949
MV点歌,http://live.nctv.top/douyu.php?id=3870925
MV音乐2,http://live.nctv.top/douyu.php?id=3186217
彼岸零可,http://live.nctv.top/douyu.php?id=40471
女团韩语,http://live.nctv.top/douyu.php?id=329667
万合出品,http://live.nctv.top/douyu.php?id=9220456
地道赶海,http://live.nctv.top/douyu.php?id=1109218
韩美食家,http://live.nctv.top/douyu.php?id=260322
听书故事,http://live.nctv.top/douyu.php?id=7422897
YY轮播,#genre#,DE=1#SC=0#HEADERS={"User-Agent":"okHttp/Mod-1.4.0.0"}
狄仁杰,http://alist.xicp.fun:35455/yy/1353753252
经典抗战剧,http://alist.xicp.fun:35455/yy/1354806550
闯关东,http://alist.xicp.fun:35455/yy/1354689861
跨过鸭绿江,http://alist.xicp.fun:35455/yy/1354518622
斗罗斗破,http://alist.xicp.fun:35455/yy/1458722520
僵尸电影,http://alist.xicp.fun:35455/yy/1382780025
经典武侠,http://alist.xicp.fun:35455/yy/74613175
十八动漫,http://alist.xicp.fun:35455/yy/1354076248
24小时陪你看,http://alist.xicp.fun:35455/yy/1331686180
火凤凰,http://alist.xicp.fun:35455/yy/1463088777
精彩动漫,http://alist.xicp.fun:35455/yy/1420843376
甜心剧场,http://alist.xicp.fun:35455/yy/1454732419
开心果剧场,http://alist.xicp.fun:35455/yy/1457622044
新三国,http://alist.xicp.fun:35455/yy/1382851415
父母的爱情,http://alist.xicp.fun:35455/yy/1382768483
鹿鼎记,http://alist.xicp.fun:35455/yy/1460463356
盗暮鬼怪,http://alist.xicp.fun:35455/yy/1382749525
国漫动漫,http://alist.xicp.fun:35455/yy/1354768828
惊悚港片,http://alist.xicp.fun:35455/yy/1355497884
欢乐集结号,http://alist.xicp.fun:35455/yy/1382741642
雪儿剧场,http://alist.xicp.fun:35455/yy/1354143938
神探狄仁杰,http://alist.xicp.fun:35455/yy/1382705592
喜剧武侠,http://alist.xicp.fun:35455/yy/29945997
经典港片,http://alist.xicp.fun:35455/yy/23531261
港片电影,http://alist.xicp.fun:35455/yy/33897188
电视剧,http://alist.xicp.fun:35455/yy/1453810838
玄幻电影,http://alist.xicp.fun:35455/yy/1455460998
林正英,http://alist.xicp.fun:35455/yy/1460889796
鬼片,http://alist.xicp.fun:35455/yy/1354952229
隋唐英雄传,http://alist.xicp.fun:35455/yy/1355102749
雪中悍刀行,http://alist.xicp.fun:35455/yy/1382660835
经典动漫,http://alist.xicp.fun:35455/yy/24180320
流行古装,http://alist.xicp.fun:35455/yy/1354936134
私家影院,http://alist.xicp.fun:35455/yy/1354209316
刑事侦缉,http://alist.xicp.fun:35455/yy/1382851585
埋堆堆,http://alist.xicp.fun:35455/yy/1382736845
回忆经典,http://alist.xicp.fun:35455/yy/1356306672
经典好剧,http://alist.xicp.fun:35455/yy/1354555195
惊悚，恐怖,http://alist.xicp.fun:35455/yy/67857780
玄幻道墓,http://alist.xicp.fun:35455/yy/1459714870
科幻电影,http://alist.xicp.fun:35455/yy/1355065896
僵尸合集,http://alist.xicp.fun:35455/yy/1453996620
黄金瞳,http://alist.xicp.fun:35455/yy/1353215589
经典好剧,http://alist.xicp.fun:35455/yy/1354744544
古装武侠,http://alist.xicp.fun:35455/yy/1382881708
生存大战,http://alist.xicp.fun:35455/yy/1414864186
唐朝诡事录,http://alist.xicp.fun:35455/yy/1353913646
穿越剧经典,http://alist.xicp.fun:35455/yy/1382851591
绝版鬼片,http://alist.xicp.fun:35455/yy/1356245009
港片枪战,http://alist.xicp.fun:35455/yy/1355076627
经典电视剧,http://alist.xicp.fun:35455/yy/25444932
战狼10086,http://alist.xicp.fun:35455/yy/1382773686
康熙王朝,http://alist.xicp.fun:35455/yy/1382851583
亲爱的热爱的,http://alist.xicp.fun:35455/yy/1354932433
《石敢当》,http://alist.xicp.fun:35455/yy/1394156613
大侦探霍桑,http://alist.xicp.fun:35455/yy/1382737886
老卓电影,http://alist.xicp.fun:35455/yy/1354770516
电视剧电影,http://alist.xicp.fun:35455/yy/1355166518
电影,http://alist.xicp.fun:35455/yy/37454459
一剑开天门,http://alist.xicp.fun:35455/yy/34313906
经典电影,http://alist.xicp.fun:35455/yy/1356363815
飞虎之雷霆极战,http://alist.xicp.fun:35455/yy/1382736869
宝莲灯前传,http://alist.xicp.fun:35455/yy/1354931631
农家小菜,http://alist.xicp.fun:35455/yy/1382736894
以家人之名,http://alist.xicp.fun:35455/yy/1382736908
小宝乐翻天,http://alist.xicp.fun:35455/yy/1354930971
超炫科幻大片,http://alist.xicp.fun:35455/yy/1382736840
田园生活,http://alist.xicp.fun:35455/yy/1382736898
宫心计,http://alist.xicp.fun:35455/yy/1354933540
二号交通站,http://alist.xicp.fun:35455/yy/1354930965
原始人大挑战,http://alist.xicp.fun:35455/yy/1382736884
黄大妮-电视剧,http://alist.xicp.fun:35455/yy/1354930904
欢乐集结号,http://alist.xicp.fun:35455/yy/1354931582
宫心计,http://alist.xicp.fun:35455/yy/1382828769
妖神记,http://alist.xicp.fun:35455/yy/1382745171
新世界,http://alist.xicp.fun:35455/yy/1382736850
憨豆先生,http://alist.xicp.fun:35455/yy/1354936239
粟裕影视,http://alist.xicp.fun:35455/yy/1354926542
一笑倾城,http://alist.xicp.fun:35455/yy/1382735553
哑巴竟然会说话,http://alist.xicp.fun:35455/yy/1354932427
励志人生,http://alist.xicp.fun:35455/yy/1354658062
征服,http://alist.xicp.fun:35455/yy/1461655788
经典战争片,http://alist.xicp.fun:35455/yy/1354931488
动作电影,http://alist.xicp.fun:35455/yy/1382736809
岳云鹏,http://alist.xicp.fun:35455/yy/1354926612
鬼片电影,http://alist.xicp.fun:35455/yy/1455891197
欢乐集结号3,http://alist.xicp.fun:35455/yy/1382736822
宫锁珠帘,http://alist.xicp.fun:35455/yy/1354926666
高分影视,http://alist.xicp.fun:35455/yy/1382736797
请回答1988,http://alist.xicp.fun:35455/yy/1354932362
欢乐集结号,http://alist.xicp.fun:35455/yy/1382735558
24小时电视剧,http://alist.xicp.fun:35455/yy/53320802
魔幻手机,http://alist.xicp.fun:35455/yy/1382851541
最美的青春,http://alist.xicp.fun:35455/yy/1382851530
综艺,http://alist.xicp.fun:35455/yy/1354932379
甜甜的恋爱 ,http://alist.xicp.fun:35455/yy/1354932438
来自星星的你,http://alist.xicp.fun:35455/yy/1354930976
穿越时空的爱恋,http://alist.xicp.fun:35455/yy/1382735567
超燃警匪片,http://alist.xicp.fun:35455/yy/1382735576
金星脱口秀,http://alist.xicp.fun:35455/yy/1382749951
转角遇到爱,http://alist.xicp.fun:35455/yy/1382745085
黄土高天,http://alist.xicp.fun:35455/yy/1414864180
迷糊不迷糊,http://alist.xicp.fun:35455/yy/1461931969
超英集结,http://alist.xicp.fun:35455/yy/1382745091
国外动作大片,http://alist.xicp.fun:35455/yy/1382735540
TVB收视爆剧,http://alist.xicp.fun:35455/yy/1382736916
俺娘田小草,http://alist.xicp.fun:35455/yy/1382741638
欢乐集结号2,http://alist.xicp.fun:35455/yy/1354930919
流金岁月,http://alist.xicp.fun:35455/yy/1382736891
秦皇汉帝的传奇,http://alist.xicp.fun:35455/yy/1354936228
真心想让你幸福,http://alist.xicp.fun:35455/yy/1382736876
经典搞笑影片,http://alist.xicp.fun:35455/yy/1382749878
国外高分大片,http://alist.xicp.fun:35455/yy/1382736867
仙侠古装,http://alist.xicp.fun:35455/yy/1452527211
国内动作大片,http://alist.xicp.fun:35455/yy/1382745176
外国电影合集,http://alist.xicp.fun:35455/yy/1354889019
谈判专家,http://alist.xicp.fun:35455/yy/1382735560
国外科幻巨作,http://alist.xicp.fun:35455/yy/1382736815
本山快乐营,http://alist.xicp.fun:35455/yy/1382736852
非诚勿扰,http://alist.xicp.fun:35455/yy/1382745106
朱元璋,http://alist.xicp.fun:35455/yy/1354936149
探秘中华美食,http://alist.xicp.fun:35455/yy/1354930954
国外动作片,http://alist.xicp.fun:35455/yy/1354936124
巾帼枭雄,http://alist.xicp.fun:35455/yy/1382736859
蝙蝠侠大战超人,http://alist.xicp.fun:35455/yy/1354932441
蜘蛛侠1,http://alist.xicp.fun:35455/yy/1382749940
谍战片,http://alist.xicp.fun:35455/yy/1382736817
法证先锋Ⅳ,http://alist.xicp.fun:35455/yy/1354932426
温柔好声音,http://alist.xicp.fun:35455/yy/1349538007
许光汉,http://alist.xicp.fun:35455/yy/1354926671
寻秦记,http://alist.xicp.fun:35455/yy/1354658048
能耐大了第1季,http://alist.xicp.fun:35455/yy/1354930195
惊险刺激,http://alist.xicp.fun:35455/yy/1382745189
金庸经典,http://alist.xicp.fun:35455/yy/1354889042
万里走单骑,http://alist.xicp.fun:35455/yy/1382736853
经典电影,http://alist.xicp.fun:35455/yy/1461666695
国内动作电影,http://alist.xicp.fun:35455/yy/1382745175
飞虎之潜行极战,http://alist.xicp.fun:35455/yy/1354932420
韩剧,http://alist.xicp.fun:35455/yy/1382749902
小生物的故事,http://alist.xicp.fun:35455/yy/1382736834
我的父亲我的兵,http://alist.xicp.fun:35455/yy/1353413714
高分港剧合集,http://alist.xicp.fun:35455/yy/1382735542
影视,http://alist.xicp.fun:35455/yy/1353454489
欢乐集结号58-70,http://alist.xicp.fun:35455/yy/1382745119
本山快乐营,http://alist.xicp.fun:35455/yy/1354933529
神厨小福贵,http://alist.xicp.fun:35455/yy/1382736860
苦乐村官,http://alist.xicp.fun:35455/yy/1382736864
暴走财神,http://alist.xicp.fun:35455/yy/1354936238
一起来笑吧,http://alist.xicp.fun:35455/yy/1454859415
战火芭蕾,http://alist.xicp.fun:35455/yy/1354930984
大唐双龙传,http://alist.xicp.fun:35455/yy/1354930979
如沐春风,http://alist.xicp.fun:35455/yy/1382736810
烧脑悬疑电影,http://alist.xicp.fun:35455/yy/1382735571
欢乐集结号4,http://alist.xicp.fun:35455/yy/1382736889
无敌县令,http://alist.xicp.fun:35455/yy/1354932390
燃爆武侠魂,http://alist.xicp.fun:35455/yy/1382736841
国内动作大片,http://alist.xicp.fun:35455/yy/1382749917
远去的飞鹰,http://alist.xicp.fun:35455/yy/1354930912
学生兵,http://alist.xicp.fun:35455/yy/1354658003
金星脱口秀,http://alist.xicp.fun:35455/yy/1382736799
小鱼干,http://alist.xicp.fun:35455/yy/1382736816
来看修牛蹄,http://alist.xicp.fun:35455/yy/1382749887
当旺爸爸-港剧,http://alist.xicp.fun:35455/yy/1354936208
纪录片,http://alist.xicp.fun:35455/yy/1354930927
未解之谜,http://alist.xicp.fun:35455/yy/1382736912
北京爱情故事,http://alist.xicp.fun:35455/yy/1382744423
最佳损友,http://alist.xicp.fun:35455/yy/1382736917
治愈心灵,http://alist.xicp.fun:35455/yy/1382745090
抗日大片,http://alist.xicp.fun:35455/yy/1354936229
动作电影,http://alist.xicp.fun:35455/yy/1382736823
国内科幻片,http://alist.xicp.fun:35455/yy/1354930821
缺宅男女,http://alist.xicp.fun:35455/yy/1354930937
弹珠传说,http://alist.xicp.fun:35455/yy/1354930945
暮光之城,http://alist.xicp.fun:35455/yy/1382745179
尖峰时刻,http://alist.xicp.fun:35455/yy/1354658051
机动步队,http://alist.xicp.fun:35455/yy/1354932371
战争片,http://alist.xicp.fun:35455/yy/1382735627
铁娘子,http://alist.xicp.fun:35455/yy/1382736819
妖猫传,http://alist.xicp.fun:35455/yy/1382736820
青春不留,http://alist.xicp.fun:35455/yy/1382736895
国家自然纪录片,http://alist.xicp.fun:35455/yy/1382736913
风味原产地,http://alist.xicp.fun:35455/yy/1382745178
搞笑忘年恋,http://alist.xicp.fun:35455/yy/1354932391
怪医文三块,http://alist.xicp.fun:35455/yy/1354936154
潜行者,http://alist.xicp.fun:35455/yy/1382749888
甜蜜青春,http://alist.xicp.fun:35455/yy/1382736874
维和女警,http://alist.xicp.fun:35455/yy/1382749912
丁大命,http://alist.xicp.fun:35455/yy/1382735579
港剧经典,http://alist.xicp.fun:35455/yy/1382736715
迷,http://alist.xicp.fun:35455/yy/1382736719
付航脱口秀,http://alist.xicp.fun:35455/yy/1382851602
蜗牛与黄鹂鸟,http://alist.xicp.fun:35455/yy/1382851148
海外战争,http://alist.xicp.fun:35455/yy/1382741640
百家讲坛,http://alist.xicp.fun:35455/yy/1382741639
赵本山小品2,http://alist.xicp.fun:35455/yy/1354936217
爱丽丝梦游仙境,http://alist.xicp.fun:35455/yy/1382735559
花中风暴,http://alist.xicp.fun:35455/yy/1354936116
篮球的梦想,http://alist.xicp.fun:35455/yy/1354930894
西游之双圣战神,http://alist.xicp.fun:35455/yy/1354936199
美食与文化,http://alist.xicp.fun:35455/yy/1382851137
惊悚动作大片,http://alist.xicp.fun:35455/yy/1382745110
当怪物来敲门,http://alist.xicp.fun:35455/yy/1382749910
Lisa丽莎,http://alist.xicp.fun:35455/yy/1382736807
YY用户,http://alist.xicp.fun:35455/yy/85042287
欢乐集结号,http://alist.xicp.fun:35455/yy/1382749913
陪你一起看好剧,http://alist.xicp.fun:35455/yy/1354932359
蒸发太平洋,http://alist.xicp.fun:35455/yy/1382736825
欢喜邻居,http://alist.xicp.fun:35455/yy/1354933556
野性欧洲,http://alist.xicp.fun:35455/yy/1354926622
本山快乐营2,http://alist.xicp.fun:35455/yy/1382736718
精彩科幻片,http://alist.xicp.fun:35455/yy/1382736723
奇趣动物园,http://alist.xicp.fun:35455/yy/1382735545
超时空同居,http://alist.xicp.fun:35455/yy/1382735561
女医明妃传,http://alist.xicp.fun:35455/yy/1382736861
欢乐时光,http://alist.xicp.fun:35455/yy/1382736872
都市佳人,http://alist.xicp.fun:35455/yy/1382736865
喜剧追梦人,http://alist.xicp.fun:35455/yy/1382736887
