───────────────────────────────────────────────────────────────────
─██████████████─██████████████─██████████████████─██████████████───
─██░░░░░░░░░░░██─██░░░░░░░░░░░██─██░░░░░░░░░░░░░░██─██░░░░░░░░░░░██───
─██░░██████████─██░░██████████─████████████░░░░██─██░░██████░░░██───
─██░░██─────────██░░██─────────────────████░░████─██░░██──██░░░██───
─██░░██████████─██░░██───────────────████░░████───██░░██████░░░████─
─██░░░░░░░░░░░██─██░░██─────────────████░░████─────██░░░░░░░░░░░░░██─
─██░░██████████─██░░██───────────████░░████───────██░░████████░░░██─
─██░░██─────────██░░██─────────████░░████─────────██░░██────██░░░██─
─██░░██─────────██░░██████████─██░░░░████████████─██░░████████░░░██─
─██░░██─────────██░░░░░░░░░░░██─██░░░░░░░░░░░░░░░██─██░░░░░░░░░░░░░██─
─██████─────────██████████████─██████████████████─████████████████─
───────────────────────────────────────────────────────────────────

更新公告,#genre#
CHC动作电影,http://39.77.165.202:85/tsfile/live/0002_68.m3u8?key=txiptv&playlive=1&authid=0
海看教育,http://39.77.165.202:85/tsfile/live/0002_69.m3u8?key=txiptv&playlive=1&authid=0
海看演艺,http://39.77.165.202:85/tsfile/live/0002_70.m3u8?key=txiptv&playlive=1&authid=0

CCTV-1综合,http://112.6.239.227:8207/hls/1/index.m3u8
CCTV-2财经,http://112.6.239.227:8207/hls/2/index.m3u8
CCTV-3综艺,http://112.6.239.227:8207/hls/3/index.m3u8
CCTV-4中文国际,http://112.6.239.227:8207/hls/4/index.m3u8
CCTV-5体育,http://112.6.239.227:8207/hls/5/index.m3u8
CCTV-5+体育赛事,http://112.6.239.227:8207/hls/6/index.m3u8
CCTV-6电影,http://112.6.239.227:8207/hls/7/index.m3u8
CCTV-7国防军事,http://112.6.239.227:8207/hls/8/index.m3u8
CCTV-8电视剧,http://112.6.239.227:8207/hls/9/index.m3u8
CCTV-9记录,http://112.6.239.227:8207/hls/10/index.m3u8
CCTV-10科教,http://112.6.239.227:8207/hls/11/index.m3u8
CCTV-11戏曲,http://112.6.239.227:8207/hls/12/index.m3u8
CCTV-12社会与法,http://112.6.239.227:8207/hls/13/index.m3u8
CCTV-13新闻,http://112.6.239.227:8207/hls/14/index.m3u8
山东卫视,http://112.6.239.227:8207/hls/15/index.m3u8
浙江卫视,http://112.6.239.227:8207/hls/16/index.m3u8
厦门卫视,http://112.6.239.227:8207/hls/17/index.m3u8
天津卫视,http://112.6.239.227:8207/hls/18/index.m3u8
安徽卫视,http://112.6.239.227:8207/hls/19/index.m3u8
深圳卫视,http://112.6.239.227:8207/hls/20/index.m3u8
深圳卫视,http://112.6.239.227:8207/hls/21/index.m3u8
广东卫视,http://112.6.239.227:8207/hls/22/index.m3u8
东南卫视,http://112.6.239.227:8207/hls/23/index.m3u8
海南卫视,http://112.6.239.227:8207/hls/24/index.m3u8
湖北卫视,http://112.6.239.227:8207/hls/25/index.m3u8
山西卫视,http://112.6.239.227:8207/hls/26/index.m3u8
四川卫视,http://112.6.239.227:8207/hls/27/index.m3u8
河北卫视,http://112.6.239.227:8207/hls/28/index.m3u8
江西卫视.http://112.6.239.227:8207/hls/29/index.m3u8
吉林卫视,http://112.6.239.227:8207/hls/30/index.m3u8
河南卫视,http://112.6.239.227:8207/hls/31/index.m3u8
广西卫视,http://112.6.239.227:8207/hls/32/index.m3u8



█████████████████████████████████████████████
港澳频道,#genre#
█████████████████████████████████████████████

凤凰中文,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw
凤凰资讯,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx
凤凰香港,http://php.jdshipin.com/TVOD/iptv.php?id=fhhk
凤凰中文,http://php.jdshipin.com:8880/smt.php?id=phoenixtv_hd
凤凰资讯,http://php.jdshipin.com:8880/smt.php?id=phoenixinfo_hd
凤凰香港,http://php.jdshipin.com:8880/smt.php?id=hkphoenix_twn
凤凰中文,https://smt.1678520.xyz/smt3.2.1.php?id=phoenixtv_hd
凤凰资讯,https://smt.1678520.xyz/smt3.2.1.php?id=phoenixinfo_hd
凤凰香港,https://smt.1678520.xyz/smt3.2.1.php?id=hkphoenix_twn

美亚电影,http://php.jdshipin.com:8880/smt.php?id=meiyamovie_twn
美亚电影,https://smt.1678520.xyz/smt3.2.1.php?id=meiyamovie_twn
美亚电影,https://cdn9.163189.xyz/smt3.1.1.php?id=meiyamovie_twn
美亚电影,https://cdn9.163189.xyz/smt1.1.php?id=meiyamovie_twn


tvbS新闻,http://rihou.cc:555/tv/[FY]tvbS新闻
tvbS新闻,http://rihou.cc:555/tv/[ST]tvbS新闻
tvbs闽南,http://rihou.cc:555/tv/[Hk]tvbs闽南
tvbs闽南,http://rihou.cc:555/tv/[ST]tvbS闽南
凤凰中文,http://rihou.cc:555/tv/[Pd]凤凰中文
凤凰资讯,http://rihou.cc:555/tv/[Pd]凤凰资讯
凤凰资讯,http://rihou.cc:555/tv/[Bx]凤凰资讯
凤凰香港,http://rihou.cc:555/tv/[Pd]凤凰香港
凤凰香港,http://rihou.cc:555/tv/[Bx]凤凰香港

Plus综合,http://rihou.cc:555/tv/PdlPlus综合
凤凰中文,http://rihou.cc:555/tv/Pdl凤凰中文
凤凰资讯,http://rihou.cc:555/tv/Pdl凤凰资讯
凤凰香港,http://rihou.cc:555/tv/Pdl凤凰香港
有线综合,http://rihou.cc:555/tv/Pdl有线综合
无线新闻,http://rihou.cc:555/tv/Pdl无线新闻
无线翡翠,http://rihou.cc:555/tv/Pdl无线翡翠
无线翡翠4Ktv,http://rihou.cc:555/tv/Pdl无线翡4K
无线明珠,http://rihou.cc:555/tv/Pdl无线明珠
无线星河,http://rihou.cc:555/tv/Pdl无线星河
无线功夫,http://rihou.cc:555/tv/Pdl无线功夫
澳视澳门,http://rihou.cc:555/tv/Pdl澳视澳门
澳视卫星,http://rihou.cc:555/tv/Pdl澳视卫星
澳门体育,http://rihou.cc:555/tv/Pdl澳门体育
澳门综艺,http://rihou.cc:555/tv/Pdl澳门综艺
澳门莲花,http://rihou.cc:555/tv/Pdl澳门莲花
央视综合,http://rihou.cc:555/tv/Pdl央视综合
CHU综合,http://rihou.cc:555/tv/PdlCHU综合
CH5综合,http://rihou.cc:555/tv/PdlCH5综合
CH8综合,http://rihou.cc:555/tv/PdlCH8综合
八度空间,http://rihou.cc:555/tv/Pdl八度空间

星空http://iptv.huuc.edu.cn/player.html?channel=startv
邵氏喜剧,http://38.75.136.137:98/gslb/dsdqpub/lbssxj.m3u8?auth=testpub
邵氏武侠,http://38.75.136.137:98/gslb/dsdqpub/lbsswx.m3u8?auth=testpub
邵氏电影,http://38.75.136.137:98/gslb/dsdqpub/lbssdy.m3u8?auth=testpub


风云


有线新闻,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=DZm4pU&tk=g1eaDlmNASwC
有线新闻,http://feng163.com:8003/bysid/78.m3u8
有线新闻,http://beishan008.asuscomm.com:8891/bysid/78.m3u8
有线新闻,video://http://99754106633f94d350db34d548d6091a.everydaytv.top/play-2-9-0.html
有线新闻,video://http://99754106633f94d350db34d548d6091a.everydaytv.top/play-2-7-0.html
无线新闻,http://erp.giihgtidg.com:8080/live/wxxw01.m3u8
Now新闻,http://iptv.4666888.xyz/iptv2A.php?id=NOW新闻
有线综合,http://php.jdshipin.com/PLTV/iptv.php?id=hoytv2
无线翡翠,http://erp.giihgtidg.com:8080/live/jade01.m3u8
无线翡翠,http://iptv.4666888.xyz/iptv2A.php?id=TVB翡翠
无线明珠,http://iptv.4666888.xyz/iptv2A.php?id=TVB明珠
无线千禧,http://iptv.4666888.xyz/iptv2A.php?id=TVB千禧经典
无线一台,http://iptv.4666888.xyz/iptv2A.php?id=TVB1
无线综台,http://iptv.4666888.xyz/iptv2A.php?id=TVBJ1
VIUTV,http://iptv.4666888.xyz/iptv2A.php?id=VIUTV
tvbs台剧,http://iptv.4666888.xyz/iptv2A.php?id=TVBS台剧
三立都会,http://iptv.4666888.xyz/iptv2A.php?id=综艺玩很大
纬来戏剧,http://iptv.4666888.xyz/iptv2A.php?id=纬来戏剧
星空卫视,http://iptv.4666888.xyz/iptv2A.php?id=星空卫视
重温经典,http://iptv.4666888.xyz/iptv2A.php?id=重温经典
八度空间,http://iptv.4666888.xyz/iptv2A.php?id=八度空间
爱奇艺,http://iptv.4666888.xyz/iptv2A.php?id=爱奇艺

凤凰中文,http://play-ali.cloudvdn.com/live/00987tp3309.flv
凤凰资讯,http://play-ali.cloudvdn.com/live/00987tp0032.flv
凤凰香港,http://play-ali.cloudvdn.com/live/00987tp0033.flv
无线翡翠,http://play-ali.cloudvdn.com/live/00987tp0031.flv



Plus综合频粤,http://php.jdshipin.com:8880/smt.php?id=j2_twn
凤凰中文频国,http://php.jdshipin.com:8880/smt.php?id=phoenixtv_hd
凤凰资讯频国,http://php.jdshipin.com:8880/smt.php?id=phoenixinfo_hd
凤凰香港频国,http://php.jdshipin.com:8880/smt.php?id=hkphoenix_twn
无线新闻频粤,http://php.jdshipin.com:8880/smt.php?id=inews_twn
无线翡翠频粤,http://php.jdshipin.com:8880/smt.php?id=jade_twn
无线华丽频国,http://php.jdshipin.com:8880/smt.php?id=Tvbjade
无线明珠频英,http://php.jdshipin.com:8880/smt.php?id=pearl_twn
无线星河频国,http://php.jdshipin.com:8880/smt.php?id=Xinhe
无线娱乐频粤,http://php.jdshipin.com:8880/smt.php?id=Tvbentertainment
无线千禧频粤,http://php.jdshipin.com:8880/smt.php?id=Tvbclassic
RTHK-31频粤,http://php.jdshipin.com:8880/smt.php?id=rhk31_twn
RTHK-32频粤,http://php.jdshipin.com:8880/smt.php?id=rhk32_twn
VIUTV'频道粤,http://php.jdshipin.com:8880/smt.php?id=viu1_twn
VIUTV'频道英,http://php.jdshipin.com:8880/smt.php?id=viusix_twn
美亚电影频国,http://php.jdshipin.com:8880/smt.php?id=meiyamovie_twn
天映频道频国,http://php.jdshipin.com:8880/smt.php?id=Celestial
天映经典频粤,http://php.jdshipin.com:8880/smt.php?id=Celestial2
Astr'爱奇频国,http://php.jdshipin.com:8880/smt.php?id=Qiyi
AstrQJ国频国,http://php.jdshipin.com:8880/smt.php?id=Quanjia
Astr-AoD频国,http://php.jdshipin.com:8880/smt.php?id=Aodhd
Astr-AeC频国,http://php.jdshipin.com:8880/smt.php?id=AEC
Astr'欢喜频国,http://php.jdshipin.com:8880/smt.php?id=Huahee

Plus综合频粤,https://smt.1678520.xyz/smt3.2.1.php?id=j2_twn
凤凰中文频国,https://smt.1678520.xyz/smt3.2.1.php?id=phoenixtv_hd
凤凰资讯频国,https://smt.1678520.xyz/smt3.2.1.php?id=phoenixinfo_hd
凤凰香港频国,https://smt.1678520.xyz/smt3.2.1.php?id=hkphoenix_twn
无线新闻频粤,https://smt.1678520.xyz/smt3.2.1.php?id=inews_twn
无线翡翠频粤,https://smt.1678520.xyz/smt3.2.1.php?id=jade_twn
无线华丽频国,https://smt.1678520.xyz/smt3.2.1.php?id=Tvbjade
无线明珠频英,https://smt.1678520.xyz/smt3.2.1.php?id=pearl_twn
无线星河频国,https://smt.1678520.xyz/smt3.2.1.php?id=Xinhe
无线娱乐频粤,https://smt.1678520.xyz/smt3.2.1.php?id=Tvbentertainment
无线千禧频粤,https://smt.1678520.xyz/smt3.2.1.php?id=Tvbclassic
RTHK-31频粤,https://smt.1678520.xyz/smt3.2.1.php?id=rhk31_twn
RTHK-32频粤,https://smt.1678520.xyz/smt3.2.1.php?id=rhk32_twn
VIUTV'频道粤,https://smt.1678520.xyz/smt3.2.1.php?id=viu1_twn
VIUTV'频道英,https://smt.1678520.xyz/smt3.2.1.php?id=viusix_twn
美亚电影频国,https://smt.1678520.xyz/smt3.2.1.php?id=meiyamovie_twn
天映频道频国,https://smt.1678520.xyz/smt3.2.1.php?id=Celestial
天映经典频粤,https://smt.1678520.xyz/smt3.2.1.php?id=Celestial2
Astr'爱奇频国,https://smt.1678520.xyz/smt3.2.1.php?id=Qiyi
AstrQJ国频国,https://smt.1678520.xyz/smt3.2.1.php?id=Quanjia
Astr-AoD频国,https://smt.1678520.xyz/smt3.2.1.php?id=Aodhd
Astr-AeC频国,https://smt.1678520.xyz/smt3.2.1.php?id=AEC
Astr'欢喜频国,https://smt.1678520.xyz/smt3.2.1.php?id=Huahee
Plus综合频粤,https://cdn9.163189.xyz/smt3.1.1.php?id=j2_twn
凤凰中文频国,https://cdn9.163189.xyz/smt3.1.1.php?id=phoenixtv_hd
凤凰资讯频国,https://cdn9.163189.xyz/smt3.1.1.php?id=phoenixinfo_hd
凤凰香港频国,https://cdn9.163189.xyz/smt3.1.1.php?id=hkphoenix_twn
无线新闻频粤,https://cdn9.163189.xyz/smt3.1.1.php?id=inews_twn
无线翡翠频粤,https://cdn9.163189.xyz/smt3.1.1.php?id=jade_twn
无线华丽频国,https://cdn9.163189.xyz/smt3.1.1.php?id=Tvbjade
无线明珠频英,https://cdn9.163189.xyz/smt3.1.1.php?id=pearl_twn
无线星河频国,https://cdn9.163189.xyz/smt3.1.1.php?id=Xinhe
无线娱乐频粤,https://cdn9.163189.xyz/smt3.1.1.php?id=Tvbentertainment
无线千禧频粤,https://cdn9.163189.xyz/smt3.1.1.php?id=Tvbclassic
RTHK-31频粤,https://cdn9.163189.xyz/smt3.1.1.php?id=rhk31_twn
RTHK-32频粤,https://cdn9.163189.xyz/smt3.1.1.php?id=rhk32_twn
VIUTV'频道粤,https://cdn9.163189.xyz/smt3.1.1.php?id=viu1_twn
VIUTV'频道英,https://cdn9.163189.xyz/smt3.1.1.php?id=viusix_twn
美亚电影频国,https://cdn9.163189.xyz/smt3.1.1.php?id=meiyamovie_twn
天映频道频国,https://cdn9.163189.xyz/smt3.1.1.php?id=Celestial
天映经典频粤,https://cdn9.163189.xyz/smt3.1.1.php?id=Celestial2
Astr'爱奇频国,https://cdn9.163189.xyz/smt3.1.1.php?id=Qiyi
AstrQJ国频国,https://cdn9.163189.xyz/smt3.1.1.php?id=Quanjia
Astr-AoD频国,https://cdn9.163189.xyz/smt3.1.1.php?id=Aodhd
Astr-AeC频国,https://cdn9.163189.xyz/smt3.1.1.php?id=AEC
Astr'欢喜频国,https://cdn9.163189.xyz/smt3.1.1.php?id=Huahee
Plus综合频粤,https://cdn9.163189.xyz/smt1.1.php?id=j2_twn
凤凰中文频国,https://cdn9.163189.xyz/smt1.1.php?id=phoenixtv_hd
凤凰资讯频国,https://cdn9.163189.xyz/smt1.1.php?id=phoenixinfo_hd
凤凰香港频国,https://cdn9.163189.xyz/smt1.1.php?id=hkphoenix_twn
无线新闻频粤,https://cdn9.163189.xyz/smt1.1.php?id=inews_twn
无线翡翠频粤,https://cdn9.163189.xyz/smt1.1.php?id=jade_twn
无线华丽频国,https://cdn9.163189.xyz/smt1.1.php?id=Tvbjade
无线明珠频英,https://cdn9.163189.xyz/smt1.1.php?id=pearl_twn
无线星河频国,https://cdn9.163189.xyz/smt1.1.php?id=Xinhe
无线娱乐频粤,https://cdn9.163189.xyz/smt1.1.php?id=Tvbentertainment
无线千禧频粤,https://cdn9.163189.xyz/smt1.1.php?id=Tvbclassic
RTHK-31频粤,https://cdn9.163189.xyz/smt1.1.php?id=rhk31_twn
RTHK-32频粤,https://cdn9.163189.xyz/smt1.1.php?id=rhk32_twn
VIUTV'频道粤,https://cdn9.163189.xyz/smt1.1.php?id=viu1_twn
VIUTV'频道英,https://cdn9.163189.xyz/smt1.1.php?id=viusix_twn
美亚电影频国,https://cdn9.163189.xyz/smt1.1.php?id=meiyamovie_twn
天映频道频国,https://cdn9.163189.xyz/smt1.1.php?id=Celestial
天映经典频粤,https://cdn9.163189.xyz/smt1.1.php?id=Celestial2
Astr'爱奇频国,https://cdn9.163189.xyz/smt1.1.php?id=Qiyi
AstrQJ国频国,https://cdn9.163189.xyz/smt1.1.php?id=Quanjia
Astr-AoD频国,https://cdn9.163189.xyz/smt1.1.php?id=Aodhd
Astr-AeC频国,https://cdn9.163189.xyz/smt1.1.php?id=AEC
Astr'欢喜频国,https://cdn9.163189.xyz/smt1.1.php?id=Huahee

特区酒店
凤凰中文,http://php.jdshipin.com/PLTV/iptv.php?id=fhzw
凤凰资讯,http://php.jdshipin.com/PLTV/iptv.php?id=fhzx
凤凰香港,http://php.jdshipin.com/PLTV/iptv.php?id=fhhk
有线综合粤,http://php.jdshipin.com/PLTV/iptv.php?id=hoytv2
有线综合国,http://php.jdshipin.com/PLTV/iptv.php?id=hoytv
无线新闻,http://php.jdshipin.com/PLTV/iptv.php?id=wxxwt
无线翡翠4k,http://php.jdshipin.com/PLTV/iptv.php?id=fct4
无线翡翠,http://php.jdshipin.com/PLTV/iptv.php?id=fct3
无线翡翠,http://php.jdshipin.com/PLTV/iptv.php?id=fct2
无线翡翠,http://php.jdshipin.com/PLTV/iptv.php?id=fct
无线华丽国,http://php.jdshipin.com/PLTV/iptv.php?id=huali
无线明珠粤,http://php.jdshipin.com/PLTV/iptv.php?id=mzt2
无线明珠,http://php.jdshipin.com/PLTV/iptv.php?id=mzt
无线娱乐,http://php.jdshipin.com/PLTV/iptv.php?id=tvbylxw
无线星河,http://php.jdshipin.com/PLTV/iptv.php?id=tvbxh
无线星河,http://php.jdshipin.com/PLTV/iptv.php?id=xinghe
无线功夫,http://php.jdshipin.com/PLTV/iptv.php?id=yzwx
无线千禧,http://php.jdshipin.com/PLTV/iptv.php?id=tvbc
美亚电影,http://php.jdshipin.com/PLTV/iptv.php?id=meiya
VIUTV粤,http://php.jdshipin.com/PLTV/iptv.php?id=viutv2
RTHK-31,http://php.jdshipin.com/PLTV/iptv.php?id=rthk31
RTHK-32,http://php.jdshipin.com/PLTV/iptv.php?id=rthk32
Astroaod,http://php.jdshipin.com/PLTV/iptv.php?id=aod
澳门Mac,http://php.jdshipin.com/PLTV/iptv.php?id=as
澳视澳门,http://php.jdshipin.com/PLTV/iptv.php?id=asam
重温经典,http://php.jdshipin.com/PLTV/iptv.php?id=cwjd

凤凰中文,http://r.jdshipin.com/cCCzW
凤凰资讯,http://r.jdshipin.com/0Rp07
凤凰香港,http://r.jdshipin.com/yDoTN
无线新闻, http://erp.giihgtidg.com:8080/live/wxxw01.m3u8
无线新闻,http://r.jdshipin.com/CkuBd
娱乐新闻,http://php.jdshipin.com/TVOD/iptv.php?id=tvbylxw
TVB Plus,http://r.jdshipin.com/ndGgS
TVB星河,http://php.jdshipin.com/TVOD/iptv.php?id=xinghe
TVB星河,http://r.jdshipin.com/Voac4
翡翠台,http://erp.giihgtidg.com:8080/live/jade01.m3u8
翡翠台,https://cdn6.163189.xyz/163189/fct4k
翡翠台,https://mytv.cdn.loc.cc/o12.php?id=fct
翡翠台,http://r.jdshipin.com/62WM7
明珠台,https://mytv.cdn.loc.cc/o12.php?id=mzt
明珠台,http://r.jdshipin.com/ZQ4kN
凤凰电影,http://iot-mqqt.111yao.cn:8080/live/diyp_fhdy.m3u8
Astro AOD,http://php.jdshipin.com/TVOD/iptv.php?id=aod
Astro AEC,http://php.jdshipin.com/smt.php?id=AEC
Astro QJ,http://php.jdshipin.com/smt.php?id=Quanjia
Astro 欢喜台,http://php.jdshipin.com/smt.php?id=Huahee
星空卫视,http://iot-mqqt.111yao.cn:8080/live/diyp_xingkong.m3u8
亚洲卫视,https://p2hs.vzan.com/slowlive/821481626725612419/live.m3u8
亚洲武侠,http://php.jdshipin.com/TVOD/iptv.php?id=yzwx

番薯111,http://61.216.67.119:1935/TWHG/E1/chunklist_w7058102.m3u8
番薯111,http://61.216.67.119:1935/TWHG/E1/chunklist_w7058102.m3u8?blog.ntnas.top
番薯111,http://61.216.67.119:1935/TWHG/E1/chunklist_w705811302.m3u8

美亚电影台,http://php.jdshipin.com/TVOD/iptv.php?id=meiya
美亚电影台,http://php.jdshipin.com:8880/smt.php?id=meiyamovie_twn
澳门莲花,http://live-hls.macaulotustv.com/lotustv/macaulotustv.m3u8
澳门莲花,http://1033946631.cloudvdn.com/a.m3u8?domain=live-hdl.macaulotustv.com&player=1&streamid=lotustv:lotustv/macaulotustv&v3=1
澳视澳门,http://r.jdshipin.com/n2YZI
澳视澳门,https://get.2sb.org/https://globallive.tdm.com.mo/ch1/ch1.live/playlist.m3u8
澳视葡文,https://get.2sb.org/https://globallive.tdm.com.mo/ch2/ch2.live/chunklist_w1226640182.m3u8
澳门资讯,https://get.2sb.org/https://globallive.tdm.com.mo/ch5/info_ch5.live/playlist.m3u8
澳门体育,https://get.2sb.org/https://globallive.tdm.com.mo/ch4/sport_ch4.live/playlist.m3u8
澳门综艺,https://get.2sb.org/https://globallive.tdm.com.mo/ch6/hd_ch6.live/playlist.m3u8
澳门Macau,https://get.2sb.org/https://globallive.tdm.com.mo/ch3/ch3.live/chunklist_w2074018415.m3u8
澳门综合,https://get.2sb.org/https://globallive.tdm.com.mo/cgtn/cgtn71/chunklist_w1346605470.m3u8
C+,http://ottproxy2.ist.ooo/livehls/MOB-U1-NO/01.m3u8
天映频道,http://php.jdshipin.com/smt.php?id=Celestial
天映经典,http://php.jdshipin.com/smt.php?id=Celestial2
CH5,http://cdn6.163189.xyz/163189/ch5
CH8,http://cdn6.163189.xyz/163189/ch8
CHU,http://cdn6.163189.xyz/163189/chu
MoMoTV,rtmp://f13h.mine.nu/sat/tv761
重温经典,http://8.138.7.223/tv/cwjd.php
八度空间,http://cdn6.163189.xyz/163189/8tv
唯心电视,http://mobile.ccdntech.com/transcoder/_definst_/vod164_Live/live/playlist.m3u8
中旺电视,http://38.64.72.148:80/hls/modn/list/4010/chunklist1.m3u8
生命电影,http://61.216.67.119:1935/lifetv/lifetv.stream/manifest.m3u8
环球电视台,http://utv1.hqtvzb.com:9999/hls/world.m3u8
香港环球卫视,https://play.xghqws.cn/yunqing888/yunqing888.m3u8?auth_key=1731294000-0-0-0942b140da60167a47c1f2d685f702b2&rts_degrade=on



凤凰中文,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw
凤凰资讯,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx
凤凰中文,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw
凤凰中文,http://php.jdshipin.com:8880/smt.php?id=phoenixtv_hd
凤凰资讯,http://php.jdshipin.com:8880/smt.php?id=phoenixinfo_hd
凤凰香港,http://php.jdshipin.com:8880/smt.php?id=hkphoenix_twn
凤凰中文,http://t.061899.xyz/tl/js/js.php?id=fhwszwt
凤凰资讯,http://t.061899.xyz/tl/js/js.php?id=fhwszxt
凤凰香港,http://t.061899.xyz/tl/js/js.php?id=fhwsxgt

凤凰中文,http://zqh2333.top:2222/rtp/239.93.24.9:2192
凤凰中文,http://203.205.191.53/qctv.fengshows.cn/live/0701pcc72.flv
凤凰资讯,http://zqh2333.top:2222/rtp/239.93.24.4:2191
凤凰资讯,http://203.205.191.53/qctv.fengshows.cn/live/0701pin72.flv
凤凰香港,http://php.jdshipin.com:8880/smt.php?id=hkphoenix_twn
凤凰资讯,http://203.205.191.53/qctv.fengshows.cn/live/0701pin72.flv
凤凰中文,http://203.205.191.53/qctv.fengshows.cn/live/0701pcc72.m3u8
凤凰中文,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw2

无线新闻,http://t.061899.xyz/tl/js/js.php?id=tvbwxxwt
无线新闻,http://t.061899.xyz/tl/168.php?id=wxxwt
无线翡翠,http://t.061899.xyz/tl/js/js.php?id=tvbfct
无线翡翠,http://t.061899.xyz/tl/168.php?id=fct

无线翡翠,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct
无线华丽,http://php.jdshipin.com:8880/TVOD/iptv.php?id=huali


翡翠台,http://erp.giihgtidg.com:8080/live/jade01.m3u8
翡翠台,https://cdn.163189.xyz/live/fct4k/stream.m3u8
翡翠台,http://cdn9.163189.xyz/smt1.1.php?id=jade_twn
翡翠台,https://smt.1789.dpdns.org/smt3.2.1.php?id=Tvbjade
台湾台,https://bcovlive-a.akamaihd.net/rce33d845cb9e42dfa302c7ac345f7858/ap-northeast-1/6282251407001/playlist.m3u8
环球电视,http://utv1.hqtvzb.com:9999/hls/world.m3u8
亚洲卫视,https://p2hs.vzan.com/slowlive/821481626725612419/live.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq.flv
星空卫视,http://iot-mqqt.111yao.cn:8080/live/diyp_xingkong.m3u8

凤凰电影,http://iot-mqqt.111yao.cn:8080/live/diyp_fhdy.m3u8
无线新闻,http://erp.giihgtidg.com:8080/live/wxxw01.m3u8?hls_ctx=5l3k567n
翡翠台,http://erp.giihgtidg.com:8080/live/jade01.m3u8?hls_ctx=a08bsf11
香港31台,http://php.jdshipin.com/TVOD/iptv.php?id=rthk31
香港32台,http://php.jdshipin.com/TVOD/iptv.php?id=rthk32
香港33台,http://php.jdshipin.com/TVOD/iptv.php?id=rthk33
HOY77,http://php.jdshipin.com/TVOD/iptv.php?id=hoytv2
无线新闻,http://hdtvtw.com/hstvs.php?pid=3
无线新闻,http://erp.giihgtidg.com:8080/live/wxxw01.m3u8

华丽翡翠,http://php.jdshipin.com/TVOD/iptv.php?id=huali
TVB星河,http://cdn9.163189.xyz/smt1.1.php?id=Xinhe

无线功夫,http://php.jdshipin.com/PLTV/iptv.php?id=yzwx
千禧经典,http://cdn9.163189.xyz/smt1.1.php?id=Tvbclassic
千禧经典,http://php.jdshipin.com:8880/smt.php?id=Tvbclassic
无线华丽,http://php.jdshipin.com/TVOD/iptv.php?id=huali
无线华丽,http://php.jdshipin.com/smt.php?id=Tvbjade
娱乐新闻,http://php.jdshipin.com/smt.php?id=Tvbentertainment
澳視澳門,https://149.102.97.122/ch1/ch1.live/playlist.m3u8
澳視葡文,https://149.102.97.122/ch2/ch2.live/playlist.m3u8
澳門資訊,https://149.102.97.122/ch5/info_ch5.live/playlist.m3u8
澳門綜藝,https://149.102.97.122/ch6/hd_ch6.live/playlist.m3u8
澳門體育,https://149.102.97.122/ch4/sport_ch4.live/playlist.m3u8
澳视澳门,https://cdn.163189.xyz/live/asam/stream.m3u8
澳门卫星,https://cdn.163189.xyz/live/as/stream.m3u8
澳門莲花,http://1033946631.cloudvdn.com/a.m3u8?domain=live-hdl.macaulotustv.com&player=1&streamid=lotustv:lotustv/macaulotustv&v3=1
澳門莲花,http://2028496195.cloudvdn.com/a.m3u8?domain=live-hls.macaulotustv.com&player=UuYAANXkTFhf1EYY&secondToken=secondToken%3AaeH9bajglaAWNijdz3YrvgSYrwU&streamid=lotustv%3Alotustv%2Fmacaulotustv&v3=1
澳門莲花,http://live-hls.macaulotustv.com/lotustv/macaulotustv.m3u8

重温经典,http://php.jdshipin.com/TVOD/iptv.php?id=cwjd
淘电影,http://ydl.yueyaoxian.top:8686/rtp/239.3.1.250:8001

人间卫视,http://61.216.67.119:1935/bltvhd/bltv1/chunklist_w1266569526.m3u8
小公视台,https://stream1.freetv.fun/f415852174b30f1fc43d85ce4bf9347586de6f2d688ba1fe1a4095a9db20dcdd.m3u8

人间卫视,https://5ddce30eb4b55.streamlock.net:443/bltvhd/bltv1/chunklist.m3u8
番薯111,http://61.216.67.119:1935/TWHG/E1/chunklist_w7058102.m3u8

HOY77,http://php.jdshipin.com/PLTV/iptv.php?id=hoytv2
HOY76,http://bziyunshao.synology.me:8891/bysid/76
HOY77,http://php.jdshipin.com/TVOD/iptv.php?id=hoytv2
HOY77,http://php.jdshipin.com/PLTV/iptv.php?id=hoytv2
HOY77,http://beishan008.asuscomm.com:8891/bysid/77.m3u8
HOY77,http://bziyunshao.synology.me:8891/bysid/77
HOY78,http://bziyunshao.synology.me:8891/bysid/78
HOY78,https://gdfire2.67890123.cn:8088/live/hoy7801.m3u8
HOY76,http://bziyunshao.synology.me:8891/bysid/76
HOY78,http://bziyunshao.synology.me:8891/bysid/78
