央视8M,#genre#
爱幼教,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221235622/1/1.m3u8
爱玩具,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221235626/1/1.m3u8
爱动漫,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221235628/1/1.m3u8

咪咕视频,#genre#
咪咕视频01,http://39.134.65.106/PLTV/88888888/224/3221225611/1.m3u8
咪咕视频02,http://39.134.65.106/PLTV/88888888/224/3221225613/1.m3u8
咪咕视频03,http://39.134.65.106/PLTV/88888888/224/3221225619/1.m3u8
咪咕视频04,http://39.134.65.106/PLTV/88888888/224/3221225620/1.m3u8
咪咕视频05,http://39.134.65.106/PLTV/88888888/224/3221225639/1.m3u8
咪咕视频06,http://39.134.65.106/PLTV/88888888/224/3221225641/1.m3u8
咪咕视频07,http://39.134.65.106/PLTV/88888888/224/3221225643/1.m3u8
咪咕视频08,http://39.134.65.106/PLTV/88888888/224/3221225645/1.m3u8
咪咕视频09,http://39.134.65.106/PLTV/88888888/224/3221225647/1.m3u8
咪咕视频10,http://39.134.65.106/PLTV/88888888/224/3221225648/1.m3u8
咪咕视频11,http://39.134.65.106/PLTV/88888888/224/3221225649/1.m3u8
咪咕视频12,http://39.134.65.106/PLTV/88888888/224/3221225650/1.m3u8
咪咕视频13,http://39.134.65.106/PLTV/88888888/224/3221225652/1.m3u8
咪咕视频14,http://39.134.65.106/PLTV/88888888/224/3221225653/1.m3u8
咪咕视频15,http://39.134.65.106/PLTV/88888888/224/3221225654/1.m3u8
咪咕视频16,http://39.134.65.106/PLTV/88888888/224/3221225655/1.m3u8
咪咕视频17,http://39.134.65.106/PLTV/88888888/224/3221225658/1.m3u8
咪咕视频18,http://39.134.65.106/PLTV/88888888/224/3221225660/1.m3u8
咪咕视频19,http://39.134.65.106/PLTV/88888888/224/3221225662/1.m3u8
咪咕视频20,http://39.134.65.106/PLTV/88888888/224/3221225733/1.m3u8
咪咕视频21,http://39.134.65.106/PLTV/88888888/224/3221225737/1.m3u8
咪咕视频22,http://39.134.65.106/PLTV/88888888/224/3221225754/1.m3u8
咪咕视频23,http://39.134.65.106/PLTV/88888888/224/3221225756/1.m3u8
咪咕视频24,http://39.134.65.106/PLTV/88888888/224/3221225758/1.m3u8
咪咕视频25,http://39.134.65.106/PLTV/88888888/224/3221225760/1.m3u8
咪咕视频26,http://39.134.65.106/PLTV/88888888/224/3221225899/1.m3u8
咪咕视频27,http://39.134.65.106/PLTV/88888888/224/3221225901/1.m3u8
咪咕视频28,http://39.134.65.106/PLTV/88888888/224/3221225903/1.m3u8
咪咕视频29,http://39.134.65.106/PLTV/88888888/224/3221225905/1.m3u8
咪咕视频30,http://39.134.65.106/PLTV/88888888/224/3221225910/1.m3u8
咪咕视频31,http://39.134.65.106/PLTV/88888888/224/3221225912/1.m3u8
咪咕视频32,http://39.134.65.106/PLTV/88888888/224/3221225914/1.m3u8

